Date : 2024-03-31 14:47:50
Directory : c:\Users\where\Documents\github\code
Total : 3919 files,  405141 codes, 14593 comments, 298832 blanks, all 718566 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\where\Documents\github\code\hackerrank\codesprint8\Q5\q5.py                                                                                               | Python             |         16 |          1 |          9 |         26 |
| c:\Users\where\Documents\github\code\hackerrank\codesprint8\Q6\q6.py                                                                                               | Python             |         16 |          1 |          9 |         26 |
| c:\Users\where\Documents\github\code\hackerrank\codesprint8\Q7\q7.py                                                                                               | Python             |         16 |          1 |          9 |         26 |
| c:\Users\where\Documents\github\code\hackerrank\ensime-langserver.log                                                                                              | Log                |         49 |          0 |         19 |         68 |
| c:\Users\where\Documents\github\code\hackerrank\euler\82\q82.py                                                                                                    | Python             |         59 |          6 |          7 |         72 |
| c:\Users\where\Documents\github\code\hackerrank\euler\83\q83.1.py                                                                                                  | Python             |         57 |          6 |          7 |         70 |
| c:\Users\where\Documents\github\code\hackerrank\euler\83\q83.py                                                                                                    | Python             |         57 |          6 |          7 |         70 |
| c:\Users\where\Documents\github\code\hackerrank\go\common\common.go                                                                                                | Go                 |         19 |          0 |          1 |         20 |
| c:\Users\where\Documents\github\code\hackerrank\go\etc\slice\main.go                                                                                               | Go                 |         11 |          1 |          3 |         15 |
| c:\Users\where\Documents\github\code\hackerrank\go\go.md                                                                                                           | Markdown           |          9 |          0 |          4 |         13 |
| c:\Users\where\Documents\github\code\hackerrank\go\gosetting.md                                                                                                    | Markdown           |         12 |          0 |          8 |         20 |
| c:\Users\where\Documents\github\code\hackerrank\go\oftmp\t1.go                                                                                                     | Go                 |          5 |          0 |          2 |          7 |
| c:\Users\where\Documents\github\code\hackerrank\go\persistent\array.go                                                                                             | Go                 |         77 |          0 |         17 |         94 |
| c:\Users\where\Documents\github\code\hackerrank\go\priorityqueue\main.go                                                                                           | Go                 |         66 |         19 |         16 |        101 |
| c:\Users\where\Documents\github\code\hackerrank\go\sort\main.go                                                                                                    | Go                 |         16 |          0 |          3 |         19 |
| c:\Users\where\Documents\github\code\hackerrank\go\sort\revers\rever.go                                                                                            | Go                 |         16 |          0 |          3 |         19 |
| c:\Users\where\Documents\github\code\hackerrank\go\sort\structure\main.go                                                                                          | Go                 |         26 |          0 |          4 |         30 |
| c:\Users\where\Documents\github\code\hackerrank\go\temp\t1.go                                                                                                      | Go                 |          5 |          0 |          2 |          7 |
| c:\Users\where\Documents\github\code\hackerrank\go\test\main.go                                                                                                    | Go                 |         17 |          0 |          7 |         24 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q1\q1.py                                                                                                   | Python             |         24 |          1 |         12 |         37 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q2\q2.py                                                                                                   | Python             |         29 |         10 |         13 |         52 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q3\q3.py                                                                                                   | Python             |         90 |          4 |         16 |        110 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q4\q4.py                                                                                                   | Python             |         48 |          2 |         12 |         62 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q4\q41.py                                                                                                  | Python             |         51 |          2 |         10 |         63 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q5\q5.py                                                                                                   | Python             |        182 |          8 |         30 |        220 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q5\q51.py                                                                                                  | Python             |        185 |         10 |         37 |        232 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q5\q511.py                                                                                                 | Python             |        187 |         11 |         36 |        234 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q5\q52.py                                                                                                  | Python             |        200 |         10 |         30 |        240 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q5\q521.py                                                                                                 | Python             |        192 |         14 |         29 |        235 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q5\q53.py                                                                                                  | Python             |        200 |          4 |         20 |        224 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q5\q5edit.py                                                                                               | Python             |         75 |          2 |         16 |         93 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q5\q5others.py                                                                                             | Python             |         84 |          7 |         18 |        109 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q5\start.py                                                                                                | Python             |          2 |          0 |          0 |          2 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q6\q6.py                                                                                                   | Python             |         72 |          3 |         23 |         98 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q6\q61.py                                                                                                  | Python             |         75 |          3 |         23 |        101 |
| c:\Users\where\Documents\github\code\hackerrank\goldman\Q7\q7.py                                                                                                   | Python             |         16 |          1 |          9 |         26 |
| c:\Users\where\Documents\github\code\hackerrank\hour51\Q1\q1.py                                                                                                    | Python             |         13 |          1 |          8 |         22 |
| c:\Users\where\Documents\github\code\hackerrank\hour51\Q2\q2.py                                                                                                    | Python             |         42 |          2 |         11 |         55 |
| c:\Users\where\Documents\github\code\hackerrank\hour51\Q3\q3.py                                                                                                    | Python             |         16 |          1 |          9 |         26 |
| c:\Users\where\Documents\github\code\hackerrank\hour51\Q4\q4.py                                                                                                    | Python             |         16 |          1 |          9 |         26 |
| c:\Users\where\Documents\github\code\hackerrank\hour51\Q5\q5.py                                                                                                    | Python             |         16 |          1 |          9 |         26 |
| c:\Users\where\Documents\github\code\hackerrank\hour51\Q6\q6.py                                                                                                    | Python             |         16 |          1 |          9 |         26 |
| c:\Users\where\Documents\github\code\hackerrank\hour51\Q7\q7.py                                                                                                    | Python             |         16 |          1 |          9 |         26 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\1006\main.go                                                                                              | Go                 |         35 |          0 |          2 |         37 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\1007\main.go                                                                                              | Go                 |         44 |          0 |          2 |         46 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\1008\main.go                                                                                              | Go                 |         33 |          0 |          5 |         38 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\322\1\main.go                                                                                             | Go                 |         49 |          0 |          3 |         52 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\322\main.go                                                                                               | Go                 |         58 |          0 |          4 |         62 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\44\main.go                                                                                                | Go                 |         41 |          0 |          9 |         50 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\48\q1.py                                                                                                  | Python             |         27 |          0 |          2 |         29 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\49\test.py                                                                                                | Python             |         31 |          0 |          5 |         36 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\58\q1.py                                                                                                  | Python             |         25 |          1 |          2 |         28 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\58\q2.py                                                                                                  | Python             |         33 |          6 |          2 |         41 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\58\q3.py                                                                                                  | Python             |         78 |          3 |          6 |         87 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\58\q4.py                                                                                                  | Python             |         43 |         11 |          5 |         59 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\58\test.py                                                                                                | Python             |          6 |          0 |          0 |          6 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\MyCalendarTwo$1.class                                                                                  | Java               |          5 |          0 |          0 |          5 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\MyCalendarTwo$MyCalendar.class                                                                         | Java               |         30 |          0 |          0 |         30 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\MyCalendarTwo.class                                                                                    | Java               |         28 |          0 |          0 |         28 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\MyCalendarTwo.java                                                                                     | Java               |         50 |          0 |          9 |         59 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\Solution.class                                                                                         | Java               |         23 |          0 |          0 |         23 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\q1.py                                                                                                  | Python             |         26 |          1 |          6 |         33 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\q3.cpp                                                                                                 | C++                |         40 |         23 |          9 |         72 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\q3.java                                                                                                | Java               |         38 |          0 |         10 |         48 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\q3.md                                                                                                  | Markdown           |         19 |          0 |          6 |         25 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\q3.py                                                                                                  | Python             |         35 |          9 |          7 |         51 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\q31.py                                                                                                 | Python             |         30 |         17 |         11 |         58 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\q32.java                                                                                               | Java               |         44 |          0 |          7 |         51 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\q33.cpp                                                                                                | C++                |         49 |          1 |          5 |         55 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\q4.py                                                                                                  | Python             |         77 |          2 |         10 |         89 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\q41.py                                                                                                 | Python             |         50 |          3 |          6 |         59 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\59\test.py                                                                                                | Python             |         27 |          1 |          5 |         33 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\60\q1.py                                                                                                  | Python             |         37 |          1 |          5 |         43 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\60\q2.py                                                                                                  | Python             |         40 |          0 |          6 |         46 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\60\q3.py                                                                                                  | Python             |         40 |          0 |         10 |         50 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\60\q4.py                                                                                                  | Python             |         32 |          2 |          7 |         41 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\60\q41.py                                                                                                 | Python             |         28 |          2 |          7 |         37 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\61\p41.py                                                                                                 | Python             |         26 |          8 |         10 |         44 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\61\q1.py                                                                                                  | Python             |         21 |          1 |          6 |         28 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\61\q2.py                                                                                                  | Python             |         31 |          1 |          3 |         35 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\61\q3.py                                                                                                  | Python             |         20 |          0 |          5 |         25 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\61\q4.py                                                                                                  | Python             |         27 |          1 |          6 |         34 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\62\q1.py                                                                                                  | Python             |         21 |          0 |          2 |         23 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\62\q2.py                                                                                                  | Python             |         38 |          0 |          8 |         46 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\62\q21.py                                                                                                 | Python             |         21 |          1 |         10 |         32 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\62\q3.py                                                                                                  | Python             |         27 |          9 |          0 |         36 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\62\q4.py                                                                                                  | Python             |         56 |          3 |          8 |         67 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\62\q42.py                                                                                                 | Python             |         72 |          3 |         15 |         90 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\62\q43.py                                                                                                 | Python             |         72 |          3 |         15 |         90 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\62\q44.py                                                                                                 | Python             |         30 |          7 |          6 |         43 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\63\q1.py                                                                                                  | Python             |         17 |          1 |          3 |         21 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\63\q2.py                                                                                                  | Python             |         43 |          0 |          7 |         50 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\63\q3.py                                                                                                  | Python             |         32 |          0 |          5 |         37 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\63\q31.py                                                                                                 | Python             |         40 |          0 |          5 |         45 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\63\q32.py                                                                                                 | Python             |         31 |          0 |          6 |         37 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\63\q33.py                                                                                                 | Python             |         20 |          2 |          7 |         29 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\654\main.go                                                                                               | Go                 |         27 |          8 |          5 |         40 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\67\q1.py                                                                                                  | Python             |         26 |          0 |          4 |         30 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\67\q2.py                                                                                                  | Python             |         31 |          0 |          4 |         35 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\67\q4.py                                                                                                  | Python             |         22 |          0 |          3 |         25 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\855!!\1\main.1.go                                                                                         | Go                 |        100 |         12 |         25 |        137 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\855!!\1\other.py                                                                                          | Python             |         75 |          0 |         21 |         96 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\855!!\main.go                                                                                             | Go                 |        135 |         14 |         27 |        176 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\898\main.go                                                                                               | Go                 |         23 |          0 |          7 |         30 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\907@@@@@\main.go                                                                                          | Go                 |         36 |          0 |          7 |         43 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\907@@@@@\quick\main.go                                                                                    | Go                 |         44 |          1 |          7 |         52 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\911\main.go                                                                                               | Go                 |         36 |          0 |          7 |         43 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\938\main.go                                                                                               | Go                 |         27 |          0 |          8 |         35 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\951@@@\main.go                                                                                            | Go                 |         24 |          1 |          7 |         32 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\983\main.go                                                                                               | Go                 |         48 |          0 |          6 |         54 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\998\main.go                                                                                               | Go                 |         39 |          8 |          6 |         53 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\Aws\q1.py                                                                                                 | Python             |         57 |          0 |         19 |         76 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\Questions\MaxSpanNotOverLap\Solution.class                                                                | Java               |         32 |          0 |          0 |         32 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\Questions\MaxSpanNotOverLap\Solution.java                                                                 | Java               |         31 |          4 |          5 |         40 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\Questions\longestPrefixUsingTire.py                                                                       | Python             |         23 |          0 |          5 |         28 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\TreeStructure.py                                                                                          | Python             |         31 |          1 |         15 |         47 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\gotemp\main.go                                                                                            | Go                 |          6 |          0 |          4 |         10 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\72\q72.py                                                                                              | Python             |         25 |          2 |          7 |         34 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\72\q721.py                                                                                             | Python             |          0 |          0 |          1 |          1 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\84\q84.py                                                                                              | Python             |         21 |          2 |          6 |         29 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\85\q85.py                                                                                              | Python             |         28 |         10 |         10 |         48 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\97\q97.py                                                                                              | Python             |         38 |         10 |          6 |         54 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\97\q971.py                                                                                             | Python             |         34 |          8 |          8 |         50 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q11\q11.py                                                                                             | Python             |         24 |          6 |          7 |         37 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q15\q15.py                                                                                             | Python             |         31 |          4 |          5 |         40 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q16\q16.py                                                                                             | Python             |         27 |          4 |          4 |         35 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q18\q18.py                                                                                             | Python             |         41 |          6 |         12 |         59 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q18\q181.py                                                                                            | Python             |         28 |          6 |         10 |         44 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q18\q182.py                                                                                            | Python             |         41 |          7 |          9 |         57 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q18\q183.py                                                                                            | Python             |         38 |          9 |         10 |         57 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q22\q22.py                                                                                             | Python             |         14 |          3 |         10 |         27 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q22\q221.py                                                                                            | Python             |         16 |          3 |         10 |         29 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q3.py                                                                                                  | Python             |         36 |          1 |          0 |         37 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q4\q4.py                                                                                               | Python             |         41 |          3 |          9 |         53 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q5\others.py                                                                                           | Python             |         18 |          2 |          3 |         23 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q5\q5.py                                                                                               | Python             |         44 |          3 |         10 |         57 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q5\q51.py                                                                                              | Python             |         30 |          2 |          1 |         33 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q677\q677.py                                                                                           | Python             |         65 |          4 |         10 |         79 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q677\q678.py                                                                                           | Python             |         17 |          0 |          2 |         19 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q677\q680.py                                                                                           | Python             |         25 |          1 |          2 |         28 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q6\q6.py                                                                                               | Python             |         22 |          2 |          6 |         30 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q98\q98.1.py                                                                                           | Python             |         13 |          0 |          1 |         14 |
| c:\Users\where\Documents\github\code\hackerrank\leetcode\qs\q98\q98.py                                                                                             | Python             |         46 |          1 |          7 |         54 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f11.py                                                                                             | Python             |         28 |          0 |         13 |         41 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f12.py                                                                                             | Python             |         40 |          2 |         19 |         61 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f14.py                                                                                             | Python             |         16 |          0 |         11 |         27 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f16.py                                                                                             | Python             |         25 |          9 |         10 |         44 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f18.py                                                                                             | Python             |         40 |          5 |         14 |         59 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f19.py                                                                                             | Python             |         47 |          7 |         13 |         67 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f2.py                                                                                              | Python             |         10 |          2 |          6 |         18 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f20.py                                                                                             | Python             |         16 |          2 |         12 |         30 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f25.py                                                                                             | Python             |         28 |          2 |          9 |         39 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f3.py                                                                                              | Python             |         17 |          1 |          9 |         27 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f4.py                                                                                              | Python             |         29 |          7 |         17 |         53 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f5.py                                                                                              | Python             |         47 |          6 |         26 |         79 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\f6.py                                                                                              | Python             |         48 |          5 |         31 |         84 |
| c:\Users\where\Documents\github\code\hackerrank\machinelearning\install.md                                                                                         | Markdown           |          7 |          0 |          7 |         14 |
| c:\Users\where\Documents\github\code\hackerrank\pc.stdout.log                                                                                                      | Log                |         26 |          0 |          1 |         27 |
| c:\Users\where\Documents\github\code\hackerrank\performanceOpt\q2.py                                                                                               | Python             |         11 |          0 |          1 |         12 |
| c:\Users\where\Documents\github\code\hackerrank\performanceOpt\q3.py                                                                                               | Python             |         41 |          1 |          6 |         48 |
| c:\Users\where\Documents\github\code\hackerrank\performanceOpt\q4.py                                                                                               | Python             |         75 |          9 |          4 |         88 |
| c:\Users\where\Documents\github\code\hackerrank\performanceOpt\q41.py                                                                                              | Python             |         70 |          7 |          9 |         86 |
| c:\Users\where\Documents\github\code\hackerrank\performanceOpt\q42.py                                                                                              | Python             |         68 |          7 |         10 |         85 |
| c:\Users\where\Documents\github\code\hackerrank\performanceOpt\q43.py                                                                                              | Python             |        123 |          9 |         19 |        151 |
| c:\Users\where\Documents\github\code\hackerrank\performanceOpt\q44.py                                                                                              | Python             |        126 |         12 |         18 |        156 |
| c:\Users\where\Documents\github\code\hackerrank\performanceOpt\q45.py                                                                                              | Python             |        179 |         15 |         25 |        219 |
| c:\Users\where\Documents\github\code\hackerrank\performanceOpt\q46.py                                                                                              | Python             |        175 |         15 |         23 |        213 |
| c:\Users\where\Documents\github\code\hackerrank\performanceOpt\start.py                                                                                            | Python             |          2 |          0 |          0 |          2 |
| c:\Users\where\Documents\github\code\hackerrank\performanceOpt\test.py                                                                                             | Python             |          3 |          0 |          1 |          4 |
| c:\Users\where\Documents\github\code\hackerrank\python2and3.md                                                                                                     | Markdown           |          3 |          0 |          2 |          5 |
| c:\Users\where\Documents\github\code\hackerrank\pythonQuickSearch.py                                                                                               | Python             |         12 |          2 |          9 |         23 |
| c:\Users\where\Documents\github\code\hackerrank\python\b58.py                                                                                                      | Python             |         40 |          1 |         20 |         61 |
| c:\Users\where\Documents\github\code\hackerrank\python\matrix\start.py                                                                                             | Python             |          2 |          0 |          0 |          2 |
| c:\Users\where\Documents\github\code\hackerrank\python\matrix\t1.py                                                                                                | Python             |         35 |          0 |          3 |         38 |
| c:\Users\where\Documents\github\code\hackerrank\pythonlib\heapq\heapqusage.py                                                                                      | Python             |         40 |          1 |         11 |         52 |
| c:\Users\where\Documents\github\code\hackerrank\pythonlib\pythonlib.md                                                                                             | Markdown           |          5 |          0 |          3 |          8 |
| c:\Users\where\Documents\github\code\hackerrank\splunk\test.py                                                                                                     | Python             |         25 |         15 |          9 |         49 |
| c:\Users\where\Documents\github\code\hackerrank\stryker\kZero\kzero.py                                                                                             | Python             |         39 |          1 |         14 |         54 |
| c:\Users\where\Documents\github\code\hackerrank\stryker\miniIndex\minIndex.py                                                                                      | Python             |         29 |          2 |          6 |         37 |
| c:\Users\where\Documents\github\code\hackerrank\stryker\pointFilter\pointfilter.py                                                                                 | Python             |         49 |          2 |         17 |         68 |
| c:\Users\where\Documents\github\code\hackerrank\w22\Squence\squence.py                                                                                             | Python             |         59 |          2 |         17 |         78 |
| c:\Users\where\Documents\github\code\hackerrank\w22\Submask Queries\bitmap.py                                                                                      | Python             |         75 |          1 |         20 |         96 |
| c:\Users\where\Documents\github\code\hackerrank\w22\q6\Solution.scala                                                                                              | Scala              |        107 |         11 |         16 |        134 |
| c:\Users\where\Documents\github\code\hackerrank\w22\q6\Solution1.scala                                                                                             | Scala              |         98 |          6 |         13 |        117 |
| c:\Users\where\Documents\github\code\hackerrank\w22\q6\main.go                                                                                                     | Go                 |         97 |         18 |         20 |        135 |
| c:\Users\where\Documents\github\code\hackerrank\w22\q6\q6.py                                                                                                       | Python             |         14 |          0 |          7 |         21 |
| c:\Users\where\Documents\github\code\hackerrank\w22\q6\test\test.go                                                                                                | Go                 |        103 |         18 |         20 |        141 |
| c:\Users\where\Documents\github\code\hackerrank\w22\subTree.py                                                                                                     | Python             |         20 |          1 |          8 |         29 |
